gene_symbol,Sfpq
parameter_id,IMPC_CSD_011_001
analysis_id,300854621znc9n8
pvalue,0.2644683
gene_accession_id,MGI:1918764
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Coat - hair distribution - back
