gene_symbol,Fgb
gene_accession_id,MGI:99501
mouse_life_stage,Early adult
analysis_id,f87dkj06uoji7f5
parameter_name,Retinal Blood Vessels
pvalue,0.5173134
mouse_strain,C57BL
parameter_id,IMPC_EYE_024_001
