gene_symbol,Kdm4c
mouse_strain,C57BL
parameter_name,Periphery average speed
parameter_id,HRWLLA_OFD_013_001
pvalue,0.7675295
gene_accession_id,MGI:1924054
mouse_life_stage,Early adult
analysis_id,l2xfoi2w0baj492
