gene_symbol,Zmynd8
gene_accession_id,MGI:1918025
mouse_strain,C57BL
pvalue,0.1295219
parameter_id,MGP_PBI_015_001
analysis_id,6uq7vw9j6e589x9
parameter_name,IgD+ mature B cell percentage
mouse_life_stage,Early adult
