gene_symbol,Ints7
pvalue,0.891632
analysis_id,9cyt2ni571ruwt2
parameter_id,M-G-P_007_001_008
mouse_life_stage,Early adult
parameter_name,Periphery - Permanence Time
gene_accession_id,MGI:1924315
mouse_strain,C57BL
