parameter_id,IMPC_GEL_029_001
mouse_strain,C57BL
pvalue,0.119777
gene_symbol,Zcchc2
mouse_life_stage,Early adult
analysis_id,3b0z2rkh1hvv93r
parameter_name,Midbrain
gene_accession_id,MGI:2444114
