parameter_id,MGP_PBI_003_001
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,CD4+ alpha beta T cell percentage
pvalue,0.7506201
analysis_id,wwigznp01q36913
gene_accession_id,MGI:1923029
gene_symbol,Dnaaf9
