parameter_name,Whole arena resting time
pvalue,0.5688097
mouse_strain,C57BL
gene_symbol,Tbl1xr1
analysis_id,h0m5g492bwx606e
gene_accession_id,MGI:2441730
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_007_001
