gene_symbol,Pex19
mouse_strain,C57BL
parameter_name,Aspartate aminotransferase
pvalue,0.5001862
analysis_id,5423ikwz1sg121r
gene_accession_id,MGI:1334458
mouse_life_stage,E18.5
parameter_id,IMPC_CBC_012_001
