gene_symbol,Ivd
mouse_life_stage,Early adult
gene_accession_id,MGI:1929242
parameter_name,Pale yolk sac
pvalue,0.05361152
parameter_id,IMPC_GEL_017_002
mouse_strain,C57BL
analysis_id,dlxxii7qkf3ct6p
