gene_symbol,Nanp
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_name,B1B Cells
analysis_id,r109g4ld953q43y
pvalue,0.5190935
gene_accession_id,MGI:1914561
parameter_id,IMPC_IMM_064_001
