parameter_id,MGP_IMM_007_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1931749
analysis_id,owti3c764al5869
mouse_strain,C57BL
pvalue,0.3734703
gene_symbol,Pum1
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
