parameter_id,JAXLA_CSD_023_001
gene_accession_id,MGI:99501
parameter_name,Vibrissae - presence
analysis_id,22t267p68oxfhb9
mouse_life_stage,E15.5
pvalue,0.2175751
mouse_strain,C57BL
gene_symbol,Fgb
