gene_symbol,Hpca
mouse_strain,C57BL
parameter_id,JAX_OFD_022_001
analysis_id,y3oi0f73o519p3e
parameter_name,Percentage center time
pvalue,0.344016
gene_accession_id,MGI:1336200
mouse_life_stage,Early adult
