parameter_id,IMPC_CBC_014_001
gene_accession_id,MGI:3026886
mouse_strain,C57BL
mouse_life_stage,E9.5
gene_symbol,Cdin1
pvalue,0.05355781
parameter_name,Alkaline phosphatase
analysis_id,ayibe1ni4h3tgq7
