gene_symbol,Hpca
gene_accession_id,MGI:1336200
mouse_strain,C57BL
analysis_id,722v76lx818ti26
parameter_id,IMPC_EYE_062_001
pvalue,0.2096826
mouse_life_stage,Early adult
parameter_name,Right total retinal thickness
