parameter_id,IMPC_OFD_022_001
analysis_id,l5xu3t2x77zpu47
gene_symbol,Fpgs
pvalue,0.9717784
parameter_name,Percentage center time
gene_accession_id,MGI:95576
mouse_life_stage,Early adult
mouse_strain,C57BL
