gene_symbol,Col6a3
pvalue,0.2004821
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:88461
analysis_id,0dw52c293j109re
parameter_name,KLRG1+ gd T cells - % of gd T cells
parameter_id,MGP_MLN_021_001
