gene_symbol,Lpgat1
parameter_name,Periphery permanence time
gene_accession_id,MGI:2446186
mouse_life_stage,E18.5
analysis_id,2by6ewg81895j54
parameter_id,JAX_OFD_012_001
mouse_strain,C57BL
pvalue,0.310557
