gene_symbol,Jun
pvalue,0.2078642
parameter_name,% Pre-pulse inhibition - PPI3
mouse_life_stage,E15.5
mouse_strain,C57BL
parameter_id,IMPC_ACS_035_001
gene_accession_id,MGI:96646
analysis_id,8laiudqh70854zl
