parameter_id,MGP_PBI_031_001
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1345282
gene_symbol,Slc30a4
analysis_id,v0x3j8b778ee16f
parameter_name,KLRG1+ mature NK cell number
mouse_strain,C57BL
pvalue,0.8037712
