parameter_id,JAX_LDT_003_001
mouse_strain,129SV
gene_symbol,Cds2
gene_accession_id,MGI:1332236
mouse_life_stage,Early adult
pvalue,0.1995834
parameter_name,Time mobile light side
analysis_id,q4a87151t09t09r
