gene_symbol,Jun
analysis_id,rs2o286c6c9lh50
pvalue,0.7106765
parameter_id,IMPC_CSD_029_001
mouse_strain,C57BL
gene_accession_id,MGI:96646
mouse_life_stage,E15.5
parameter_name,Activity (body position)
