parameter_id,IMPC_CSD_078_001
mouse_strain,C57BL
gene_accession_id,MGI:1336200
mouse_life_stage,Late adult
pvalue,0.06198051
parameter_name,Vocalization
analysis_id,1o65b41245ev7c9
gene_symbol,Hpca
