parameter_id,MGP_MLN_093_001
gene_symbol,Mov10
gene_accession_id,MGI:97054
mouse_strain,C57BL
pvalue,0.4158185
mouse_life_stage,Early adult
parameter_name,KLRG1+ NK cells - % of CD45+
analysis_id,2b6j89a5dii3tb8
