gene_symbol,AU040320
gene_accession_id,MGI:2140475
mouse_life_stage,Middle aged adult
analysis_id,0881le78475r950
pvalue,0.7270407
mouse_strain,C57BL
parameter_name,CD11b-low cDC - % of CD45+
parameter_id,MGP_IMM_130_001
