gene_symbol,Dcaf10
gene_accession_id,MGI:2140179
mouse_life_stage,Early adult
parameter_name,Narrow eye opening
mouse_strain,C57BL
pvalue,0.3991794
parameter_id,IMPC_EYE_006_001
analysis_id,77sb79dkt66gvb0
