gene_symbol,Ubxn11
pvalue,0.6385933
mouse_life_stage,Early adult
gene_accession_id,MGI:1914836
analysis_id,36dodq83c6142vf
parameter_id,MGP_IMM_026_001
parameter_name,Effector CD4- NKT cells - % of CD4- NKT cells
mouse_strain,C57BL
