parameter_name,Tibia length
gene_symbol,Slc45a3
mouse_strain,C57BL
parameter_id,TCPLA_XRY_033_001
analysis_id,586e3w1k58vuk5h
pvalue,0.6766048
gene_accession_id,MGI:1922082
mouse_life_stage,Early adult
