parameter_id,MGP_IMM_011_001
mouse_life_stage,E15.5
analysis_id,2464924wajwa58z
parameter_name,Resting Treg cells - % of Treg
mouse_strain,C57BL
pvalue,0.4227998
gene_accession_id,MGI:88174
gene_symbol,Bmi1
