parameter_name,Whole arena resting time
pvalue,0.7753452
mouse_life_stage,E18.5
analysis_id,82x63k674897mf4
mouse_strain,C57BL
gene_accession_id,MGI:1914561
parameter_id,JAXLA_OFD_007_001
gene_symbol,Nanp
