parameter_id,MGP_CSD_015_001
gene_accession_id,MGI:1921442
gene_symbol,Arpc5l
analysis_id,16l30ic9y22ctr8
mouse_strain,C57BL
parameter_name,Head coat/hair presence
mouse_life_stage,Early adult
pvalue,0.272009
