parameter_id,ESLIM_005_001_005
gene_accession_id,MGI:1914309
gene_symbol,Ola1
mouse_life_stage,E18.5
analysis_id,tzw14i3279v3q19
mouse_strain,C57BL
pvalue,0.6404204
parameter_name,Bone Mineral Content
