pvalue,0.6401017
analysis_id,dspvdh28c27i2n3
parameter_name,Total NK cells - % of CD45+
gene_accession_id,MGI:1913483
mouse_strain,C57BL
gene_symbol,Dmap1
parameter_id,MGP_MLN_031_001
mouse_life_stage,Early adult
