mouse_life_stage,Early adult
gene_symbol,Arnt
parameter_id,IMPC_XRY_067_001
parameter_name,Caudal processes
gene_accession_id,MGI:88071
mouse_strain,C57BL
pvalue,0.4142227
analysis_id,l58pz4297wd3217
