gene_symbol,Lpgat1
mouse_life_stage,E18.5
analysis_id,0gh9i95151f0ou5
parameter_name,lens
parameter_id,M-G-P_014_001_009
pvalue,0.9225389
mouse_strain,C57BL
gene_accession_id,MGI:2446186
