gene_symbol,Kdm4c
gene_accession_id,MGI:1924054
pvalue,0.2461902
analysis_id,xaa5u2v816m1vtt
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Snout size
parameter_id,IMPC_CSD_028_001
