gene_symbol,Eprs1
mouse_life_stage,Early adult
parameter_name,Total cholesterol
pvalue,0.8749716
analysis_id,d5z59kk54t2x784
parameter_id,JAXLA_CBC_015_001
gene_accession_id,MGI:97838
mouse_strain,C57BL
