gene_symbol,Slc39a10
analysis_id,25684zev75u40ab
pvalue,0.2536805
parameter_name,Head coat/hair presence
mouse_life_stage,E9.5
gene_accession_id,MGI:1914515
mouse_strain,C57BL
parameter_id,MGP_CSD_015_001
