gene_symbol,Ahcy
parameter_name,NK Subsets (Q2)
parameter_id,IMPC_IMM_055_001
mouse_life_stage,E12.5
analysis_id,68idq4l82lt486b
gene_accession_id,MGI:87968
pvalue,0.2886033
mouse_strain,C57BL
