parameter_name,Distance travelled - total
pvalue,0.3466861
analysis_id,1ph67gwzp780800
gene_symbol,Secisbp2l
mouse_life_stage,Middle aged adult
parameter_id,JAX_OFD_020_001
mouse_strain,C57BL
gene_accession_id,MGI:1917604
