parameter_id,IMPC_GEL_027_001
mouse_life_stage,Early adult
mouse_strain,129SV
gene_symbol,Cds2
gene_accession_id,MGI:1332236
parameter_name,Neural tube closure
analysis_id,an4z2v6xh425n45
pvalue,0.1175624
