parameter_name,Tail bud morphology
mouse_strain,C57BL
mouse_life_stage,E9.5
gene_accession_id,MGI:1917810
parameter_id,IMPC_GEL_033_001
gene_symbol,Wars2
analysis_id,8837wmk55z43738
pvalue,0.8563026
