parameter_id,JAXLA_CSD_023_001
gene_accession_id,MGI:1860103
mouse_strain,C57BL
pvalue,0.4934585
parameter_name,Vibrissae - presence
gene_symbol,Slc2a8
mouse_life_stage,Early adult
analysis_id,1b354328fr70w88
