gene_symbol,Arpc2
parameter_id,JAXLA_HBD_001_001
parameter_name,Total holepokes
mouse_life_stage,Early adult
pvalue,0.8109832
analysis_id,0uz4uc20s7w50t6
gene_accession_id,MGI:1923959
mouse_strain,C57BL
