parameter_id,IMPC_OFD_021_001
parameter_name,Number of rears - total
gene_accession_id,MGI:108072
gene_symbol,Traf6
pvalue,0.05414899
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,3cd326w1s3419v8
