gene_symbol,Mapkap1
parameter_name,Cholesterol ratio
pvalue,0.4197183
gene_accession_id,MGI:2444554
mouse_strain,C57BL
mouse_life_stage,E15.5
analysis_id,mr9he68b5195mml
parameter_id,IMPC_CBC_058_001
