mouse_life_stage,E9.5
parameter_id,JAXLA_OFD_020_001
gene_accession_id,MGI:95835
analysis_id,153hg51rl65z80t
parameter_name,Distance travelled - total
pvalue,0.9714896
mouse_strain,C57BL
gene_symbol,Hspa5
