gene_symbol,Slc39a10
mouse_strain,C57BL
analysis_id,5053992x08240i7
parameter_id,IMPC_OFD_018_001
gene_accession_id,MGI:1914515
pvalue,0.3284978
mouse_life_stage,Early adult
parameter_name,Latency to center entry
