gene_symbol,Bmi1
pvalue,0.5829483
analysis_id,9gib4u790ln5eig
gene_accession_id,MGI:88174
mouse_life_stage,E15.5
parameter_name,Snout size
parameter_id,MGP_CSD_067_001
mouse_strain,C57BL
