gene_symbol,Arpc2
pvalue,0.6451382
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_022_001
gene_accession_id,MGI:1923959
analysis_id,0vi61441755tp0t
parameter_name,KLRG1+ gd T cells - % of gd T cells
