gene_symbol,Mecom
mouse_strain,C3H
mouse_life_stage,Early adult
analysis_id,40jva346n5c0gdv
parameter_name,Effector Treg cells - % of Treg
parameter_id,MGP_IMM_010_001
pvalue,0.9214266
gene_accession_id,MGI:95457
