parameter_id,JAXLA_CSD_039_001
mouse_strain,C57BL
pvalue,0.6367807
analysis_id,84poe64s1a8p902
parameter_name,Limb grasp
mouse_life_stage,E12.5
gene_accession_id,MGI:1914071
gene_symbol,Bcs1l
