pvalue,0.9939375
gene_accession_id,MGI:1919935
parameter_name,Midbrain
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_029_001
mouse_strain,C57BL
gene_symbol,Dnajc6
analysis_id,eza8v6os0pp6h4j
