gene_symbol,Col6a3
parameter_id,MGP_MLN_033_001
pvalue,0.2735211
gene_accession_id,MGI:88461
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,009m96i5wvu9r6y
parameter_name,Resting NK cells - % of NK cells
