gene_symbol,Lpgat1
analysis_id,9707c98j3t867v7
parameter_name,Blood Vessel Morphology
mouse_strain,C57BL
parameter_id,IMPC_GEO_011_001
gene_accession_id,MGI:2446186
pvalue,0.9214974
mouse_life_stage,E18.5
