gene_symbol,Tnfsf8
gene_accession_id,MGI:88328
analysis_id,ypaulc3z5iu1xsk
pvalue,0.6590317
mouse_life_stage,Early adult
parameter_name,Initial response to glucose challenge
mouse_strain,C57BL
parameter_id,IMPC_IPG_011_001
