parameter_id,JAXLA_CSD_007_001
mouse_life_stage,Early adult
gene_symbol,Bmi1
gene_accession_id,MGI:88174
parameter_name,Coat - color - abdomen
analysis_id,81fo0cms8898l4r
pvalue,0.3611792
mouse_strain,C57BL
