parameter_name,Periphery permanence time
mouse_strain,C57BL
parameter_id,JAX_OFD_012_001
gene_symbol,Trp53i11
pvalue,0.1717806
gene_accession_id,MGI:2670995
analysis_id,3k37tq7q5oc3590
mouse_life_stage,Early adult
