gene_symbol,Gfi1b
parameter_id,IMPC_ECH_008_001
mouse_strain,C57BL
gene_accession_id,MGI:1276578
pvalue,0.4647172
mouse_life_stage,Early adult
parameter_name,LVIDd
analysis_id,235xcxv6f5y0abi
