parameter_name,Periphery distance travelled
mouse_strain,C57BL
mouse_life_stage,E12.5
pvalue,0.4833467
gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
analysis_id,418977d079m6933
parameter_id,JAX_OFD_010_001
