gene_symbol,Fgb
mouse_life_stage,E15.5
parameter_name,Placenta Morphology
parameter_id,IMPC_GPO_002_001
mouse_strain,C57BL
pvalue,0.09814941
analysis_id,719600x859t7vhh
gene_accession_id,MGI:99501
