gene_symbol,Ints7
pvalue,0.3287099
analysis_id,bq8032580375l63
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1924315
parameter_name,KLRG1+ NK cells - % of CD45+
parameter_id,MGP_MLN_093_001
