gene_symbol,Frmpd1
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_id,IMPC_GEL_027_001
gene_accession_id,MGI:2446274
parameter_name,Neural tube closure
pvalue,0.4215199
analysis_id,0wu438kw3zjb7xy
